ID,Owner-initial of staff researcher,"Status (0=first commit, 1=fixes needed, 2=fixes made, 3=clean)","Comments-specifics relevant to the review process, such as fixes, refinements, other observations. This is different from ""Notes"", which are intended for publication.",Name,Source: Name,Confidence: Name,Aliases or alternative spellings (semi-colon separated),Source: Aliases or alternative spellings,Confidence: Aliases or alternative spellings,division_id,Organization,Source: Organization,Confidence: Organization,Role,Source: Role,Confidence: Role,Title (official title),Source: Title,Confidence: Title,Rank,Source: Rank,Confidence: Rank,First citation,first_month,first_day,first_year,Source: First citation,Confidence: First citation,Start date? (Y/N),Context for start date,Source: Context for start date,Confidence: Context for start date,Last citation,last_month,last_day,last_year,Source: Last citation,Confidence: Last citation,End date? (Y/N),Context for end date,Source: Context for end date,Confidence: Context for end date,Notes,Column,Column2,Gender,Source: Gender,Confidence: Gender,Date of Birth,Source: Date of Birth,Confidence: Date of Birth,Death Date,Source: Death Date,Confidence: Death Date,Biography,Source: Biography,Confidence: Biography,Facebook Page,Source: Facebook Page,Confidence: Facebook Page,Twitter Account,Source: Twitter Account,Confidence: Twitter Account,Headshot,Source: Headshot,Confidence: Headshot,Wikipedia Page
,TW,3,,CU Ugah,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,1/10/1989,1,10,1989,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,12/29/1989,12,29,1989,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,EE Edem,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,4/3/1995,4,3,1995,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,12/11/1996,12,11,1996,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,EE Edem,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,12/11/1996,12,11,1996,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,6/1/1999,6,1,1999,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,EO Adeleye,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,12/24/1991,12,24,1991,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,9/18/1993,9,18,1993,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,FG Dilli,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,7/7/1999,7,7,1999,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,2/5/2000,2,5,2000,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,FO Gbadebo,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,8/4/2008,8,4,2008,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,6/30/2008,6,30,2008,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,GA Osho,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,12/2/1981,12,2,1981,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,12/1/1982,12,1,1982,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,GB Odesola,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,10/27/2010,10,27,2010,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,November 2012,11,,2012,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,IM Alfa,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Group Captain,747ea676-8906-4d75-b0ae-740939e7c61d,Low,5/12/1980,5,12,1980,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,6/15/1980,6,15,1980,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,IM Alfa,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,12/1/1982,12,1,1982,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,12/31/1983,12,31,1983,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,JO Babalola,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,10/31/2008,10,31,2008,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,10/27/2010,10,27,2010,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,JO Okoiye,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,6/26/2000,6,26,2000,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,8/24/2000,8,24,2000,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,MAD Bello,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,1/5/2001,1,5,2001,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,5/15/2001,5,15,2001,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,NE Eduok,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,9/18/1993,9,18,1993,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,4/3/1995,4,3,1995,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,NN Dilli,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,6/23/2006,6,23,2006,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,8/4/2007,8,4,2007,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,NO Yussuf,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,3/1/1986,3,1,1986,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,1/10/1989,1,10,1989,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Paul Dike,b2b830c3-807c-48a3-a37e-6fb63cc08bf2;332de7eb-9347-4d5a-94ac-b1a29034a828,Low,PC Dike,747ea676-8906-4d75-b0ae-740939e7c61d,Medium,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,2/10/2004,2,10,2004,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,6/1/2006,6,1,2006,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,RA Ojuawo,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,,,,ng,Tactical Air Command,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,Commander,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,Air Officer Commanding,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,Air Vice Marshal,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,9/17/2015,9,17,2015,d13c203d-33ed-425a-aba6-4f53ed199fc7,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,SA Atawodi,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,5/15/2001,5,15,2001,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,12/31/2002,12,31,2002,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,SA Atawodi,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Vice Marshal,747ea676-8906-4d75-b0ae-740939e7c61d,Low,12/31/2002,12,31,2002,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,2/9/2004,2,9,2004,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,WI Aleyideino,747ea676-8906-4d75-b0ae-740939e7c61d,Low,,,,ng,Tactical Air Command,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Commander,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Officer Commanding,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Air Commodore,747ea676-8906-4d75-b0ae-740939e7c61d,Low,1978,,,1978,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,5/12/1980,5,12,1980,747ea676-8906-4d75-b0ae-740939e7c61d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Alhaji Abubakar Mohammed,ef76de51-6af5-4ab5-b2c8-0921539de34f,Low,,,,ng,Sokoto State Police Command,ef76de51-6af5-4ab5-b2c8-0921539de34f,Low,Commander,ef76de51-6af5-4ab5-b2c8-0921539de34f,Low,,,,Commissioner of Police,ef76de51-6af5-4ab5-b2c8-0921539de34f,Low,1/25/2010,1,25,2010,ef76de51-6af5-4ab5-b2c8-0921539de34f,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Kenneth Ebrimson,d94cd7bf-bee9-4da7-99a6-bf8c1091d688,Low,,,,ng,Sokoto State Police Command,d94cd7bf-bee9-4da7-99a6-bf8c1091d688,Low,Commander,d94cd7bf-bee9-4da7-99a6-bf8c1091d688,Low,,,,Commissioner of Police,d94cd7bf-bee9-4da7-99a6-bf8c1091d688,Low,5/22/2018,5,22,2018,d94cd7bf-bee9-4da7-99a6-bf8c1091d688,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Olalekan Coker,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,,,,ng,Shomolu Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Chief Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Nwachukwu Eburaja,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,,,,ng,Shasha Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Mohammed Mu'Azu,3fd28aae-88ff-45bc-b066-171d60d04282,Low,Mohammed Mu’azu,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,ng,Seme Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;3fd28aae-88ff-45bc-b066-171d60d04282,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;3fd28aae-88ff-45bc-b066-171d60d04282,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;3fd28aae-88ff-45bc-b066-171d60d04282,Low,Chief Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;3fd28aae-88ff-45bc-b066-171d60d04282,Low,8/29/2013,8,29,2013,3fd28aae-88ff-45bc-b066-171d60d04282,Low,N,,,,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Abdulsalami Abubakar,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Military Head of State,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,6/8/1998,6,8,1998,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,5/28/1999,5,28,1999,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Goodluck Ebele Jonathan,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,President,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,5/6/2010,5,6,2010,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,5/28/2015,5,28,2015,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,Defeated in Election,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Goodluck Ebele Jonathan,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Acting President,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,2/9/2010,2,9,2010,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,5/5/2010,5,5,2010,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,Became President,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Muhammadu Buhari,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,,,,ng,President of the Federal Republic of Nigeria,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,Commander,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,President,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,,,,5/29/2015,5,29,2015,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,Y,,,,11/1/2016,11,1,2016,c00d0dd9-587f-43b7-9f03-f85e26149041,Medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Olusegun Obasanjo,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,President,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,5/29/1999,5,29,1999,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,5/28/2007,5,28,2007,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sani Abacha,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Military Head of State,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,11/17/1993,11,17,1993,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,6/7/1998,6,7,1998,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Umaru Musa Yar’Adua,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,ng,President of the Federal Republic of Nigeria,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Commander,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,President,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,5/29/2007,5,29,2007,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,,,,5/5/2010,5,5,2010,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,Y,Indisposed due to ill health,18c4130a-3fa0-4ffa-9d68-f20ed1131ae2,Medium,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Aniefiok W. Akpan,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,,,,ng,Pen Cinema Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Chief Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Ita Selong,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,,,,ng,Patani Police Division,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,Commander,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,Divisional Police Officer,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,Superintendent,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,8/13/2007,8,13,2007,f3ea7c54-9938-4532-9bd9-5cf1b7dceb10,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Clement Adoda (Oyo State Police Command),197b9e34-9f8a-40b3-8c2c-ace41a459c37,Low,,,,ng,Oyo State Police Command,197b9e34-9f8a-40b3-8c2c-ace41a459c37,Low,Deputy Commissioner,197b9e34-9f8a-40b3-8c2c-ace41a459c37,Low,,,,Deputy Commissioner of Police,197b9e34-9f8a-40b3-8c2c-ace41a459c37,Low,8/4/2012,8,4,2012,197b9e34-9f8a-40b3-8c2c-ace41a459c37,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Mohammed R. Karmal,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,,,,ng,Oworonsoki Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Chief Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Afolabi Ojo,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,,,,ng,Osolu Kingdom Police Division,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Commander,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Divisional Police Officer,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,Assistant Superintendent of Police,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,2014,,,2014,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Ahmadu Mohammed,f4888dff-c139-4938-80b2-4d864725007f;3b321757-557f-4af7-a20d-d30ecee55bd6,Low,Mohammed Abdulkadir ; Abdulkadir ; A Mohammed,0a33bba3-ef02-46e0-897c-0195d43ab626;6a622827-3f0b-47e8-a818-231c52513171;a7105b41-1e5c-4d6b-8920-ebad5d9e068c,Low,ng,Operation Zaman Lafiya,f4888dff-c139-4938-80b2-4d864725007f,Low,Commander,f4888dff-c139-4938-80b2-4d864725007f,Low,,,,Major General,f4888dff-c139-4938-80b2-4d864725007f,Low,February 2014,2,,2014,f4888dff-c139-4938-80b2-4d864725007f,Low,Y,,,,May 2014,5,,2014,f4888dff-c139-4938-80b2-4d864725007f,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Lamidi Adeosun,6af2a7d0-5d62-446a-9d26-e4bfba227805;b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac;a420727a-991b-4b03-9328-a46a16f95aa2;002fcbe4-503c-400d-8cc0-77a395570ade,Medium,Adeosun;LO Adeosun;O Adeosun,c3f65f09-5a83-4bc8-ad01-d23b404f4989;0a33bba3-ef02-46e0-897c-0195d43ab626;e7e2f981-76e5-48bc-9226-03ac6c0482c4,Low,ng,Operation Zaman Lafiya,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,Commander,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,,,,Major General,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,1/19/2015,1,19,2015,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,Y,,,,June 2015,6,,2015,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,MY Ibrahim,0a33bba3-ef02-46e0-897c-0195d43ab626,Low,Ibrahim,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,ng,Operation Zaman Lafiya,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,Commander,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,,,,Brigadier General,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,May 2014,5,,2014,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,Y,,,,1/19/2015,1,19,2015,b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
