ID,Owner-initial of staff researcher,"Status (0=first commit, 1=fixes needed, 2=fixes made, 3=clean)","Comments-specifics relevant to the review process, such as fixes, refinements, other observations. This is different from ""Notes"", which are intended for publication.",Name,Source: Name,Confidence: Name,Aliases or alternative spellings (semi-colon separated),Source: Aliases or alternative spellings,Confidence: Aliases or alternative spellings,division_id,Organization,Source: Organization,Confidence: Organization,Role,Source: Role,Confidence: Role,Title (official title),Source: Title,Confidence: Title,Rank,Source: Rank,Confidence: Rank,First citation,first_month,first_day,first_year,Source: First citation,Confidence: First citation,Start date? (Y/N),Context for start date,Source: Context for start date,Confidence: Context for start date,Last citation,last_month,last_day,last_year,Source: Last citation,Confidence: Last citation,End date? (Y/N),Context for end date,Source: Context for end date,Confidence: Context for end date,Notes,Column,Column2,Gender,Source: Gender,Confidence: Gender,Date of Birth,Source: Date of Birth,Confidence: Date of Birth,Death Date,Source: Death Date,Confidence: Death Date,Biography,Source: Biography,Confidence: Biography,Facebook Page,Source: Facebook Page,Confidence: Facebook Page,Twitter Account,Source: Twitter Account,Confidence: Twitter Account,Headshot,Source: Headshot,Confidence: Headshot,Wikipedia Page
,TW,3,,Rafiu Adeshina,78ada142-5a0f-4fca-8d94-9b396258b27e,Low,R Adeshina,cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,ng,82 Division,78ada142-5a0f-4fca-8d94-9b396258b27e;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,Commander,78ada142-5a0f-4fca-8d94-9b396258b27e;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,,,,Major General,78ada142-5a0f-4fca-8d94-9b396258b27e;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,2004,,,2004,cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,Y,,,,9/3/2004,9,3,2004,cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sagir Musa,d8bf80b6-98be-4bde-86bf-d495503bc984,Low,,,,ng,82 Division,d8bf80b6-98be-4bde-86bf-d495503bc984,Low,Spokesman,d8bf80b6-98be-4bde-86bf-d495503bc984,Low,,,,Colonel,d8bf80b6-98be-4bde-86bf-d495503bc984,Low,10/15/2017,10,15,2017,d8bf80b6-98be-4bde-86bf-d495503bc984,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sakin-Yaki Bello,c3fc9824-04ba-45d8-81f8-59d13ecbb300,Low,Sakin Yakin-Bello ; SY Bello ; Sarkin-Yaki Bello ; Y. Bello ; Sarikiyaki Bello ; Sarkin Yakin Bello ; Sarki Bello ; Seriki Yaki Bello ; Sarkin Bello ; Sarki-Yaki Bello ; Sarkin Yaki-Bello ; Sarki Y. Bello,1404d2c1-857f-44d0-9240-c379acf3a58b;99a84685-c6f3-47a7-939c-f3bcd5290575;9f56efb3-43d0-4a7b-82a1-8d45916b19df;ab5a3dd4-a2fa-4af3-b133-89c48a0a761f;997c7fb7-33d8-4a9a-bb40-0e5911f63d21;75b66e79-31e8-41d7-8981-337c80f260e3;7067da66-0f81-481b-bc98-1e032c872486;8e93f9fe-9bb5-4143-86e5-c6950d62eedf;c82d8cda-c2cd-4299-801c-0b3a736ab122;603e88e6-936d-4092-b3f6-cf20ba911e02;dae252ed-0559-40f1-9386-20f49d8de795;fc540839-d2cf-4752-a913-6012fb15e9aa;da814ad0-26a7-421e-b484-462c97feac61;f22167e9-0586-44c4-9690-d3a46fd769d0;cfa136b7-3505-4b71-b476-e3fad765cc0e;f35ab61b-5da3-4932-88fe-f09ec5fed88e;6e156214-f890-42e3-9a93-801634eb1c6d;ebfef086-6fe3-4b30-a442-cef0cf8e2cfd;a919acf4-ff7e-4fc7-aab4-3cbdd06d2605;332de7eb-9347-4d5a-94ac-b1a29034a828;e880259c-94a5-4221-a6c2-ddbbdbae2545;84544406-3213-4b7b-91ef-2ac356615acc;f4f4b5e4-a822-46a5-b11e-41b9fb74791c;bbac1cf1-2414-4be2-b566-32d40004b45a;518b699c-aec7-415b-a147-5cb125f5fc8d;01a93cea-4492-4554-a59c-aaad75daa2d7,Medium,ng,82 Division,7067da66-0f81-481b-bc98-1e032c872486;75b66e79-31e8-41d7-8981-337c80f260e3;8e93f9fe-9bb5-4143-86e5-c6950d62eedf;c82d8cda-c2cd-4299-801c-0b3a736ab122;603e88e6-936d-4092-b3f6-cf20ba911e02;dae252ed-0559-40f1-9386-20f49d8de795;fc540839-d2cf-4752-a913-6012fb15e9aa;da814ad0-26a7-421e-b484-462c97feac61;f22167e9-0586-44c4-9690-d3a46fd769d0;cfa136b7-3505-4b71-b476-e3fad765cc0e;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,Commander,7067da66-0f81-481b-bc98-1e032c872486;75b66e79-31e8-41d7-8981-337c80f260e3;8e93f9fe-9bb5-4143-86e5-c6950d62eedf;c82d8cda-c2cd-4299-801c-0b3a736ab122;603e88e6-936d-4092-b3f6-cf20ba911e02;dae252ed-0559-40f1-9386-20f49d8de795;fc540839-d2cf-4752-a913-6012fb15e9aa;da814ad0-26a7-421e-b484-462c97feac61;f22167e9-0586-44c4-9690-d3a46fd769d0;cfa136b7-3505-4b71-b476-e3fad765cc0e;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,General Officer Commanding,f22167e9-0586-44c4-9690-d3a46fd769d0,Low,Major General,7067da66-0f81-481b-bc98-1e032c872486;75b66e79-31e8-41d7-8981-337c80f260e3;8e93f9fe-9bb5-4143-86e5-c6950d62eedf;c82d8cda-c2cd-4299-801c-0b3a736ab122;603e88e6-936d-4092-b3f6-cf20ba911e02;dae252ed-0559-40f1-9386-20f49d8de795;da814ad0-26a7-421e-b484-462c97feac61;f22167e9-0586-44c4-9690-d3a46fd769d0;cfa136b7-3505-4b71-b476-e3fad765cc0e;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,9/24/2010,9,24,2010,f22167e9-0586-44c4-9690-d3a46fd769d0,Medium,Y,,,,9/3/2011,9,3,2011,da814ad0-26a7-421e-b484-462c97feac61,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Shehu Yusuf,34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,Low,S. Yusuf ; S YUSUF,cfa136b7-3505-4b71-b476-e3fad765cc0e;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25,Medium,ng,82 Division,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,Low,Commander,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,Low,General Officer Commanding,92167d54-96bb-4dcb-90aa-b185584c5c25;34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,Low,Major General,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,Low,2/13/2014,2,13,2014,92167d54-96bb-4dcb-90aa-b185584c5c25,Low,Y,,,,7/28/2015,7,28,2015,efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,SU Atawodi,cfa136b7-3505-4b71-b476-e3fad765cc0e,Medium,,,,ng,82 Division,cfa136b7-3505-4b71-b476-e3fad765cc0e,Medium,Commander,cfa136b7-3505-4b71-b476-e3fad765cc0e,Medium,,,,Major General,cfa136b7-3505-4b71-b476-e3fad765cc0e,Medium,7/10/2006,7,10,2006,cfa136b7-3505-4b71-b476-e3fad765cc0e,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Sunday Idoko,c3bd04cb-69fd-4c68-90c4-728454b45172;d8c1e434-858d-4f9b-b306-001c9224b9b0;a289bf40-5936-4c11-b7ac-41b52cc636b6;c69e5624-93f3-41cd-8601-d5324ae8d29d;315f389c-9801-49e7-a562-440fad134991;93601bd5-e894-4699-85d4-f6bebcf55ab8;0c959a83-fa3a-43ba-8eda-c5bb7885c371,Medium,Idoko ; Sunday O. Idoko ; S.O Idoko,5283e2de-60bb-4286-b941-e35938d9ff3c;de94c77e-8b02-4940-980d-f090f1e7a4b3;f22167e9-0586-44c4-9690-d3a46fd769d0;6e156214-f890-42e3-9a93-801634eb1c6d,Medium,ng,82 Division,de94c77e-8b02-4940-980d-f090f1e7a4b3;da814ad0-26a7-421e-b484-462c97feac61;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,Commander,de94c77e-8b02-4940-980d-f090f1e7a4b3;da814ad0-26a7-421e-b484-462c97feac61;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,General Officer Commanding,de94c77e-8b02-4940-980d-f090f1e7a4b3;da814ad0-26a7-421e-b484-462c97feac61,Low,Major General,de94c77e-8b02-4940-980d-f090f1e7a4b3;da814ad0-26a7-421e-b484-462c97feac61;cfa136b7-3505-4b71-b476-e3fad765cc0e,Low,9/4/2011,9,4,2011,da814ad0-26a7-421e-b484-462c97feac61,Low,Y,,,,2/14/2012,2,14,2012,de94c77e-8b02-4940-980d-f090f1e7a4b3,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,AA Mshelbwalla,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,,,,ng,81 Division,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Commander,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,,,,Major General,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,2004,,,2004,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Y,,,,1/16/2005,1,16,2005,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Azubuike Onyeabo Ihejirika,4bf889e9-d881-4295-a498-6e3dfaa40d1b,Low,Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika,bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;35386558-5dd6-45db-8a90-a2ac0f310aa5;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;5e10da33-b1f5-4fb2-b3b0-44336e953eaa;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7,Medium,ng,81 Division,25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;35386558-5dd6-45db-8a90-a2ac0f310aa5,Low,Commander,25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;35386558-5dd6-45db-8a90-a2ac0f310aa5,Low,General Officer Commanding,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Major General,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,1/7/2007,1,7,2007,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Y,,,,2008,,,2008,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Ebenezer Oyefolu,870d8c6d-d7c3-44e9-93b3-609e053bf130,Low,,,,ng,81 Division,870d8c6d-d7c3-44e9-93b3-609e053bf130,Low,Commander,870d8c6d-d7c3-44e9-93b3-609e053bf130,Low,,,,Major General,870d8c6d-d7c3-44e9-93b3-609e053bf130,Low,4/25/2017,4,25,2017,870d8c6d-d7c3-44e9-93b3-609e053bf130,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Emeka CG Nwanguna,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,Eugene Nwanguma ; Eugene Nwanjuma,5b2121b2-58db-469b-baa8-8db9fa712fa5;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;bbac1cf1-2414-4be2-b566-32d40004b45a,Low,ng,81 Division,a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5b2121b2-58db-469b-baa8-8db9fa712fa5;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,Commander,a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5b2121b2-58db-469b-baa8-8db9fa712fa5;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,General Officer Commanding,a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5b2121b2-58db-469b-baa8-8db9fa712fa5;f22167e9-0586-44c4-9690-d3a46fd769d0;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,Major General,a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5b2121b2-58db-469b-baa8-8db9fa712fa5;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;bbac1cf1-2414-4be2-b566-32d40004b45a,Medium,1/9/2007,1,9,2009,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,Y,appointed,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,9/23/2010,9,23,2010,f22167e9-0586-44c4-9690-d3a46fd769d0,Low,Y,retired,bbac1cf1-2414-4be2-b566-32d40004b45a,Low,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Enobong Udoh,30dd1435-d22d-4db7-9f93-fb993069ed47;e94b444c-331b-4c3f-a806-34299fcc4b89,Low,,,,ng,81 Division,30dd1435-d22d-4db7-9f93-fb993069ed47;e94b444c-331b-4c3f-a806-34299fcc4b89,Low,Commander,30dd1435-d22d-4db7-9f93-fb993069ed47;e94b444c-331b-4c3f-a806-34299fcc4b89,Low,General Officer Commanding,30dd1435-d22d-4db7-9f93-fb993069ed47;e94b444c-331b-4c3f-a806-34299fcc4b89,Low,Major General,30dd1435-d22d-4db7-9f93-fb993069ed47;e94b444c-331b-4c3f-a806-34299fcc4b89,Low,4/21/2018,4,21,2018,e94b444c-331b-4c3f-a806-34299fcc4b89,Low,N,,,,7/30/2018,7,30,2018,30dd1435-d22d-4db7-9f93-fb993069ed47,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Kenneth Tobia Minimah,70c81080-0535-42f6-99aa-d3295f432a9d;66a773e2-9027-4bf3-b1d9-874f62b52180,Low,Kenneth Minima ; KTJ Minimah ; Kenneth T.J Minimah ; Kenneth Minimah ; Keneth T.J Minimah ; Ken Minima ; Kelvin Miminah,66a773e2-9027-4bf3-b1d9-874f62b52180;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;35386558-5dd6-45db-8a90-a2ac0f310aa5;aaeae10f-599d-4a12-b84d-8219ebf79f39;bcddc4c6-0fc1-4517-b7ce-27316d61b68e;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;efdd2a74-48b9-4d68-90c0-bc1f2c40477b;66a773e2-9027-4bf3-b1d9-874f62b52180;6e156214-f890-42e3-9a93-801634eb1c6d;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;bbac1cf1-2414-4be2-b566-32d40004b45a;02dba175-d2cf-4eb1-87d5-22207adb3155;398a8327-0b7f-4bbd-9cc2-a0c8cb3e4e71;15c50319-cc70-4cae-8116-54a336cac8f7;aaaec31f-fda5-46f1-9db8-b399f17310c6;d732f15f-f54c-4716-9429-8a4a5636c912;3758c2f3-309c-4e23-9b81-88ce4d27f779;c90dca61-35e9-4004-bd34-88344c4bbf26;0f08392f-8607-4da2-9a6a-f472f88c1b7f;cfa4d127-c092-4d43-a409-897f5a4081cc;800315da-3405-4865-ad8c-0246a1669b6d,Medium,ng,81 Division,00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;66a773e2-9027-4bf3-b1d9-874f62b52180;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a;02dba175-d2cf-4eb1-87d5-22207adb3155;398a8327-0b7f-4bbd-9cc2-a0c8cb3e4e71,Medium,Commander,00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;66a773e2-9027-4bf3-b1d9-874f62b52180;6e156214-f890-42e3-9a93-801634eb1c6d;02dba175-d2cf-4eb1-87d5-22207adb3155;398a8327-0b7f-4bbd-9cc2-a0c8cb3e4e71,Medium,General Officer Commanding,00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;6e156214-f890-42e3-9a93-801634eb1c6d;bbac1cf1-2414-4be2-b566-32d40004b45a;02dba175-d2cf-4eb1-87d5-22207adb3155;398a8327-0b7f-4bbd-9cc2-a0c8cb3e4e71,Medium,Major General,00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;02dba175-d2cf-4eb1-87d5-22207adb3155,Medium,9/24/2010,9,24,2010,f22167e9-0586-44c4-9690-d3a46fd769d0,Medium,Y,,,,1/26/2013,1,26,2013,ca6cd9b7-d92f-4c50-9c15-c661c2c4376d,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Obi Abel Umahi,310ea8db-cad0-4bad-b936-aecb02291518;043fd97d-9620-4563-890e-a5df1e85ad81,Low,Obi Abel Omahi;Obi A. Umahi;Obi Omahi;Abel Umahi;Obi Umahie;OA Umahi;Obi Umahi;Unahi Obi,6fc78bf2-1d19-4d27-b11f-139c4b7d5bde;f6289a2a-3520-48d3-b399-57a20e46c47c;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;25af78d0-58de-4799-b426-d4bff069a7f2;667e4759-b66c-4048-bc6d-e2b728c88577;f3dd4b96-e621-4a6f-a3bb-b74d8f7364db;25c08012-69c2-4e12-a85a-604f0eee0df3;d0242be6-748c-49c1-805e-781982d2ade8;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;aaeae10f-599d-4a12-b84d-8219ebf79f39;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;50039396-b172-4181-bfe6-17749c1b522c;3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5,Medium,ng,81 Division,f3dd4b96-e621-4a6f-a3bb-b74d8f7364db;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;25c08012-69c2-4e12-a85a-604f0eee0df3;d0242be6-748c-49c1-805e-781982d2ade8;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;50039396-b172-4181-bfe6-17749c1b522c;3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5,Medium,Commander,f3dd4b96-e621-4a6f-a3bb-b74d8f7364db;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;25c08012-69c2-4e12-a85a-604f0eee0df3;d0242be6-748c-49c1-805e-781982d2ade8;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;50039396-b172-4181-bfe6-17749c1b522c;3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5,Medium,General Officer Commanding,f3dd4b96-e621-4a6f-a3bb-b74d8f7364db;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;d0242be6-748c-49c1-805e-781982d2ade8;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;50039396-b172-4181-bfe6-17749c1b522c;3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5,Medium,Major General,f3dd4b96-e621-4a6f-a3bb-b74d8f7364db;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;25c08012-69c2-4e12-a85a-604f0eee0df3;d0242be6-748c-49c1-805e-781982d2ade8;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;50039396-b172-4181-bfe6-17749c1b522c;3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5,Medium,1/27/2013,1,27,2013,ca6cd9b7-d92f-4c50-9c15-c661c2c4376d,Low,Y,,,,2/6/2014,2,6,2014,d0242be6-748c-49c1-805e-781982d2ade8,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Samaila Iliya,27f1d465-80f4-48c0-b190-9d9138aa7f69,Low,S Iliya,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,ng,81 Division,27f1d465-80f4-48c0-b190-9d9138aa7f69;25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Commander,27f1d465-80f4-48c0-b190-9d9138aa7f69;25c08012-69c2-4e12-a85a-604f0eee0df3,Low,General Officer Commanding,27f1d465-80f4-48c0-b190-9d9138aa7f69;25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Major General,27f1d465-80f4-48c0-b190-9d9138aa7f69;25c08012-69c2-4e12-a85a-604f0eee0df3,Low,1/17/2005,1,17,2005,25c08012-69c2-4e12-a85a-604f0eee0df3,Low,Y,,,,8/12/2006,8,12,2006,27f1d465-80f4-48c0-b190-9d9138aa7f69,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Tamunomieibi I. Dibi,2dcf7029-4c6c-4a3a-b7fa-358bf49c8989;b1ade2cb-191c-4d6c-bf37-c08cce1d166c;25af78d0-58de-4799-b426-d4bff069a7f2;ca4dd04d-be21-4a35-b114-129ba3b28340,Low,Tamunomieibi Dibi ; Tamunomeibi Dibi ; Tanmi Dibi ; T.I. Debi ; TI Dibi ; Tammy Dibi,92167d54-96bb-4dcb-90aa-b185584c5c25;25c08012-69c2-4e12-a85a-604f0eee0df3;35c79a6c-48a2-47bc-8afd-c122ac3b4353;a90822fc-77bf-48e5-942e-5cb8d1fee32c;b7d0ac6a-a6ae-47f5-b8bb-2d452844df70;2dcf7029-4c6c-4a3a-b7fa-358bf49c8989;b1ade2cb-191c-4d6c-bf37-c08cce1d166c;dd50b5d0-08cf-482b-86ed-f8a89330fe71;a7105b41-1e5c-4d6b-8920-ebad5d9e068c;6a288100-b0d0-4fa6-8d69-089e22d15c75;bf0b4628-a7a4-478b-9604-be6f2f6df284,Medium,ng,81 Division,a90822fc-77bf-48e5-942e-5cb8d1fee32c;b7d0ac6a-a6ae-47f5-b8bb-2d452844df70;92167d54-96bb-4dcb-90aa-b185584c5c25;25c08012-69c2-4e12-a85a-604f0eee0df3;35c79a6c-48a2-47bc-8afd-c122ac3b4353;6a288100-b0d0-4fa6-8d69-089e22d15c75;bf0b4628-a7a4-478b-9604-be6f2f6df284,High,Commander,a90822fc-77bf-48e5-942e-5cb8d1fee32c;b7d0ac6a-a6ae-47f5-b8bb-2d452844df70;92167d54-96bb-4dcb-90aa-b185584c5c25;25c08012-69c2-4e12-a85a-604f0eee0df3;35c79a6c-48a2-47bc-8afd-c122ac3b4353;6a288100-b0d0-4fa6-8d69-089e22d15c75;bf0b4628-a7a4-478b-9604-be6f2f6df284,High,General Officer Commanding,a90822fc-77bf-48e5-942e-5cb8d1fee32c;92167d54-96bb-4dcb-90aa-b185584c5c25;35c79a6c-48a2-47bc-8afd-c122ac3b4353;6a288100-b0d0-4fa6-8d69-089e22d15c75;bf0b4628-a7a4-478b-9604-be6f2f6df284,Medium,Major General,a90822fc-77bf-48e5-942e-5cb8d1fee32c;b7d0ac6a-a6ae-47f5-b8bb-2d452844df70;92167d54-96bb-4dcb-90aa-b185584c5c25;25c08012-69c2-4e12-a85a-604f0eee0df3;35c79a6c-48a2-47bc-8afd-c122ac3b4353;6a288100-b0d0-4fa6-8d69-089e22d15c75;bf0b4628-a7a4-478b-9604-be6f2f6df284,Medium,2/13/2014,2,13,2014,92167d54-96bb-4dcb-90aa-b185584c5c25,Medium,Y,,,,8/9/2015,8,9,2015,35c79a6c-48a2-47bc-8afd-c122ac3b4353,Medium,Y,retired,35c79a6c-48a2-47bc-8afd-c122ac3b4353,Low,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Tanko Abdu,583d202d-efa3-47bf-ba48-e0e7957872a1,Medium,TN Abdu,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,ng,81 Division,583d202d-efa3-47bf-ba48-e0e7957872a1;25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Commander,583d202d-efa3-47bf-ba48-e0e7957872a1;25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,General Officer Commanding,583d202d-efa3-47bf-ba48-e0e7957872a1;25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Brigadier General,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,4/13/2001,4,13,2001,25c08012-69c2-4e12-a85a-604f0eee0df3,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
